,customerid,Country,State,LGA
951,8a858e3654e2a8240154e379593e4df2,Nigeria,Ogun,Ado-Odo/Ota
952,8a85890453a912500153aa6fe6be3c5d,Nigeria,Lagos,Lagos Island
953,8a858ec7577545eb0157758e344615b5,Nigeria,Delta,Uvwie
954,8a858fee58d73f5f0158e2d82f3412d0,Nigeria,Kaduna,Chikun
955,8a858f265c2187bd015c2299b08b2a9c,Nigeria,Niger,Suleja
956,8a858ea75b1fd476015b214391781ed7,Nigeria,Lagos,Ikorodu
957,8a858f5154ccbef70154ce770e987173,Nigeria,Lagos,Eti-Osa
958,8a858e935b496584015b5791626f24f8,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
959,8a858e7d5b8b0b92015b8b1efc3b15ee,Nigeria,Lagos,Agege
960,8a858f7558070a84015807cc7e7e3c61,Nigeria,Lagos,Ikorodu
961,8a858e1556321b940156548b9ca970a6,Nigeria,Ogun,Ado-Odo/Ota
962,8a858eda5c8863ff015c96c523266b34,Nigeria,Rivers,Oyigbo
963,8a858f855bf2f1ad015bf37cd23049a3,Nigeria,Lagos,Surulere
964,8a858f375b493337015b572be9d01961,Nigeria,Lagos,Alimosho
965,8a858ea55ab92cff015abeac4bdb7255,Nigeria,Ogun,Ifo
966,8a858fc75b90e6b5015b9acbaac827a2,Nigeria,Kogi,Lokoja
967,8a858e0156b782a10156d151957b56cc,Nigeria,Ondo,Akure South
968,8a858e9b560bbd6301561cd3a9a876c1,Nigeria,Lagos,Amuwo-Odofin
969,8a858e6f5668e01701567fb07dcc076c,Nigeria,Abia,Umuahia South
970,8a858fa257d8223c0157e6678b8a1e8b,Nigeria,Oyo,Akinyele
971,8a858e63599799e901599dce58322a64,Nigeria,Ogun,Ado-Odo/Ota
972,8a858f8659db725c0159dcf1d4bd6f04,Nigeria,Lagos,Alimosho
973,8a858e5b5ca767e1015ca8a7c45543d6,Nigeria,Ogun,Ifo
974,8a858fb65b2020b2015b20ab33ab53f8,Nigeria,Lagos,Ikorodu
975,8a858e3d570f30bb0157146c32c418b7,Nigeria,Edo,Egor
976,8a858fc45c21da6f015c24e1eefc34ac,Nigeria,Lagos,Alimosho
977,8a858ec6560bc09801561eed02e71124,Nigeria,Lagos,Amuwo-Odofin
978,8a858ee65be8d42d015bea072bee5936,Nigeria,Lagos,Kosofe
979,8a858eb75c21a2b9015c2c44b7c361da,Nigeria,Lagos,Ikeja
980,8a858ea35d0e2226015d0e4cd68f1947,Nigeria,Kwara,Ilorin East
981,8a858f6d59d116420159d25fddf45982,Nigeria,Lagos,Alimosho
982,8a8588dc536a14130153790b5b5d7cda,Nigeria,Lagos,Ikeja
983,8a858ffd5c8d343d015c9c30ed1b77f5,Nigeria,Lagos,Alimosho
984,8a858f505b8ac45a015b8ac545bc0181,Nigeria,Kwara,Ilorin East
985,8a858f9d5668e3f101566f169e355a6b,Nigeria,Lagos,Eti-Osa
986,8a858f1358b9f0740158d3834f5e7450,Nigeria,Lagos,Apapa
987,8a858e985885ff6d0158a07e0740204d,Nigeria,Lagos,Ifako-Ijaye
988,8a858e7d5d328208015d3409dd464483,Nigeria,Kaduna,Chikun
989,8a858f6e5cb16eb9015cbf6316b4273f,Nigeria,Lagos,Eti-Osa
990,8a858e94580afa7901581f3d9ca72ad9,Nigeria,Ogun,Ado-Odo/Ota
991,8a858f93572e873c015746f79dc61024,Nigeria,Osun,Ede North
992,8a858f735922163501592b85494d1ab0,Nigeria,Kwara,Ilorin South
993,8a858f9f5679951a01568d9941453c97,Nigeria,Lagos,Ifako-Ijaye
994,8a858f075b58beb8015b58cc08160e4e,Nigeria,Oyo,Ibadan South West
995,8a858f8a5a424041015a43ca4912104e,Nigeria,Lagos,Eti-Osa
996,8a858fe45cd62cbf015ce8f815230bc2,Nigeria,Rivers,Obio/Akpor
997,8a85882653bc51f50153cb3de65e73d0,Nigeria,Kwara,Ilorin East
998,8a1088a0484472eb01484669e3ce4e0b,Nigeria,Lagos,Ikeja
999,8a858e35590808300159237c9c5446e3,Nigeria,Lagos,Oshodi-Isolo
1000,8a858e8e5ca1f1a8015ca2d44044627e,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1001,8a858fa85bf7d621015bf7d690b9006e,Nigeria,Ondo,Akure North
1002,8a858ff15b8b0352015b8b110e0013a0,Nigeria,Lagos,Lagos Island
1003,8a858ffa5ad810ff015ad82004960681,Nigeria,Oyo,Ido
1004,8a858fa3586d20e001586d3a40c3099b,Nigeria,Lagos,Alimosho
1005,8a858ed45c454c11015c4c55a35d4ce0,Nigeria,Federal Capital Territory,Gwagwalada
1006,8a85880353acff880153b4d53d6b45db,Nigeria,Bayelsa,Southern Ijaw
1007,8a858900536a043401537e702ff74eac,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1008,8a858f5659bc0eea0159c07fa77e22e6,Nigeria,Rivers,Obio/Akpor
1009,8a858f7b5ca7abe3015cab60bf2e71fb,Nigeria,Lagos,Ikorodu
1010,8a858fe65675195a015679452588279c,,,
1011,8a8589b953bc23f70153c12434a351b9,Nigeria,Rivers,Obio/Akpor
1012,8a858fd35bed00ef015bed49a2552f67,Nigeria,Oyo,Akinyele
1013,8a858f905c17123d015c177eb04038e4,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1014,8a858e245c214660015c2ad957886351,Ivory Coast,,Abidjan
1015,8a858fe65675195a015679452588279c,,,
1016,8a858ec55ca7919d015ca821f41f2ce1,Nigeria,Lagos,Eti-Osa
1017,8a858fa15c8ceaaa015c8d79c65f4f86,Nigeria,Kwara,Asa
1018,8a858fde56eb02280156ff40116b2641,Nigeria,Plateau,Jos South
1019,8a858fff5a28d297015a32c55dee456d,Nigeria,Kaduna,Kaduna North
1020,8a858fed5a28bf0e015a2f0aa63f38d9,Nigeria,Lagos,Eti-Osa
1021,8a858f54589736f40158a1b8a006728a,Nigeria,Ogun,Ado-Odo/Ota
1022,8a858eac5c451942015c5546798300e4,Nigeria,Lagos,Alimosho
1023,8a858f0a56d3ed1f0156d5959f9e31fd,Nigeria,Lagos,Shomolu
1024,8a858fcf5b39c3ba015b3b269d573d36,Nigeria,Lagos,Alimosho
1025,8a858eba5c884d2a015c95e9451335f7,Nigeria,Lagos,Ifako-Ijaye
1026,8a858e875cfa37f5015cfd05416040d7,Nigeria,Ogun,Ado-Odo/Ota
1027,8a8588dc5384a05f015393fe59506c77,Nigeria,Plateau,Jos North
1028,8a2a81a74ce8c05d014cfb32a0da1049,Nigeria,Lagos,Eti-Osa
1029,8a1a32fc49b632520149c3b8fdf85139,Nigeria,Lagos,Ifako-Ijaye
1030,8a858e035693e02901569504a7cd4a8f,Nigeria,Ogun,Abeokuta South
1031,8a858e0156b782a10156d773847c2452,Nigeria,Osun,Iwo
1032,8a858e255557edfe015573d6e4223dc8,Nigeria,Lagos,Surulere
1033,8a858e095aae82b7015aaf6ce0c80432,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1034,8a858ec75bfd77c4015c00bdf0a967b1,Nigeria,Lagos,Lagos Mainland
1035,8a858e6f5cd5e874015cdf871bb30530,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1036,8a858f6e5cb16eb9015cc459b4c20f43,Nigeria,Osun,Ede North
1037,8a858f9f5679951a01568a490dce6d89,Nigeria,Oyo,Ibadan South West
1038,8a858fa158f8ee8f0158fe8c5a574064,Nigeria,Niger,Suleja
1039,8a858fbd5cd6054a015ce40a0d000a54,Nigeria,Lagos,Oshodi-Isolo
1040,8a858eb75c21a2b9015c2a3cd3363330,Nigeria,Lagos,Agege
1041,8a858ee758a4dfbc0158a5b0d9db0be8,Nigeria,Oyo,Ibadan South West
1042,8a858f2756cec0a30156e2d4cea415a3,Nigeria,Lagos,Alimosho
1043,8a858ee0560bc077015613b7551c61f6,Nigeria,Lagos,Surulere
1044,8a858fe55693989201569a64b99b11a1,Nigeria,Lagos,Ikorodu
1045,8a858e5d57518f460157579f21843441,Nigeria,Akwa Ibom,Uyo
1046,8a858ea35b1f6798015b1fba337d412a,Nigeria,Lagos,Ifako-Ijaye
1047,8a85880353acff880153b92f8599568b,Nigeria,Rivers,Port-Harcourt
1048,8a858f185d1daff6015d1df2460e159a,Nigeria,Osun,Olorunda
1049,8a858f335c8d9723015c8da0ed2b04bf,Nigeria,Kwara,Ilorin East
1050,8a85896653f0fed2015409612ce006b1,Nigeria,Lagos,Alimosho
1051,8a858fa154e2912f0154e772203a2dea,Nigeria,Lagos,Kosofe
1052,8a858ffc5aa39049015aa41ffcef5d1c,Nigeria,Lagos,Ikeja
1053,8a858e645654fdc4015655c79af04df0,Nigeria,Delta,Oshimili South
1054,8a858f785ad67c4d015ad6c1b9f4339e,Nigeria,Ogun,Ijebu Ode
1055,8a858ed45c454c11015c4e4b4559656a,Nigeria,Ekiti,Ado Ekiti
1056,8a858e5f59d133690159d21dcd085768,Nigeria,Anambra,Awka South
1057,8a858ec559dbb41a0159df903f87302e,Nigeria,Akwa Ibom,Eket
1058,8a858fe8555f401f0155736da4b20e0a,Nigeria,Lagos,Lagos Mainland
1059,8a858f9a56435559015648a1594a0008,Nigeria,Bayelsa,Yenegoa
1060,8a858e145bf81459015bfc2992285a80,Nigeria,Lagos,Mushin
1061,8a858e415c20f3f8015c2107ff010c56,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1062,8a858ea35c7ce42e015c7d14e11519d1,Nigeria,Ogun,Ifo
1063,8a85897353d85af80153d8a56c3401b8,Nigeria,Oyo,Ido
1064,8a858f3d5add42e2015ae1a08bd806dc,Nigeria,Lagos,Alimosho
1065,8a858e6a5bfd4b54015c0dc45b31270b,Nigeria,Lagos,Shomolu
1066,8a858e615c832be8015c83f6af853b59,Nigeria,Ogun,Obafemi-Owode
1067,8a858e875c63d395015c72552f637255,Nigeria,Lagos,Ifako-Ijaye
1068,8a858e9156e137c60156ff22fcad444c,Nigeria,Lagos,Alimosho
1069,8a858eac5c451942015c53be63956f40,Nigeria,Rivers,Port-Harcourt
1070,8a858e135cb22031015cbf92f3be3c16,Nigeria,Lagos,Ikeja
1071,8a858f7c5be8dc45015be8eaadb90c0e,Nigeria,Lagos,Kosofe
1072,8a858e345bece94d015becf4b91c0882,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1073,8a85896653f0fed20154047ec0720b35,Nigeria,Ogun,Abeokuta South
1074,8a858e6a5bfd4b54015bfe4453635a92,Nigeria,Cross River,Calabar-Municipal
1075,8a858ffb5b350b52015b355b3ea542d3,Nigeria,Imo,Nkwerre
1076,8a858f6f5b3f095b015b3fb8a8e7099f,Nigeria,Lagos,Lagos Mainland
1077,8a8589b953bc23f70153c7b5e85f25bd,Nigeria,Kano,Nasarawa
1078,8a858f8e59d0b8930159d10900473713,Nigeria,Ogun,Ado-Odo/Ota
1079,8a858f265c2187bd015c2686b0ad1782,Nigeria,Ogun,Abeokuta South
1080,8a858e235bd971a4015bd9797df9031a,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1081,8a858e255557edfe015558db096544c4,Nigeria,Ogun,Obafemi-Owode
1082,8a858e2b598cba8201598e0475ff4489,Nigeria,Lagos,Amuwo-Odofin
1083,8a858f30551130db01551d15af161287,Nigeria,Lagos,Lagos Mainland
1084,8a858fda56562f8f0156646c526f10f3,Nigeria,Oyo,Ibadan North
1085,8a858f97594ab63d0159654a74ff2b9c,Nigeria,Lagos,Ojo
1086,8a858f0455d9feaf0155f787fdf02e2c,Nigeria,Lagos,Kosofe
1087,8a858ffd5c8d343d015c978f755b7fbe,Nigeria,Lagos,Kosofe
1088,8a858e245c214660015c270224c83207,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1089,8a858fc45c21da6f015c2792e305241e,Nigeria,Lagos,Ikeja
1090,8a858e6c5c88d145015c8b9627cd5a48,,,
1091,8a858eea5a232d51015a2452529c1455,Nigeria,Lagos,Kosofe
1092,8a858f375b493337015b4c804080216e,Nigeria,Lagos,Ifako-Ijaye
1093,8a858e69566ae5b801567378795b7add,Nigeria,Lagos,Ifako-Ijaye
1094,8a858e625c8d993a015c95e7ced318df,Nigeria,Oyo,Ibadan South West
1095,8a858e6656322b0f01564d0f26735252,Nigeria,Lagos,Lagos Island
1096,8a858e5f5af1e7e7015af206af7b09d8,Nigeria,Bauchi,Bauchi
1097,8a858e495cef1ef1015cef8066103757,Nigeria,Lagos,Eti-Osa
1098,8a858e285c7c7fc9015c7ce104e64a2e,Nigeria,Bayelsa,Kolokuma/Opokuma
1099,8a85898a53bc15600153bed1da1525cf,Nigeria,Lagos,Surulere
1100,8a858e7855113fb7015522e6b858084b,Nigeria,Lagos,Kosofe
1101,8a858ee55cb156e6015cb66be8d56d5f,Nigeria,Lagos,Ikeja
1102,8a858faf5679a838015680f89d553201,Nigeria,Ogun,Abeokuta South
1103,8a858f565c3acb9d015c3e42eebe16fd,Nigeria,Lagos,Mushin
1104,8a858f475b8bd761015b8c03cb5920cf,Nigeria,Lagos,Ikeja
1105,8a858f235b8bf5bc015b8c24d398238b,Nigeria,Lagos,Ikorodu
1106,8a85882653e2eb990153e7b4c52d2815,Nigeria,Oyo,Akinyele
1107,8a858f105b433879015b4367a838435d,Nigeria,Ogun,Ifo
1108,8a858f61560bc0e501561ce4bc1a17ee,Nigeria,Delta,Oshimili South
1109,8a858f565c3acb9d015c3b9369bb571a,Nigeria,Akwa Ibom,Uyo
1110,8a858e955631db4401564177c5290d69,Nigeria,Lagos,Oshodi-Isolo
1111,8a858e2155defefd0155df91c4f63ade,Nigeria,Lagos,Ikeja
1112,8a8589d754a05c0a0154a48518666580,Nigeria,Lagos,Eti-Osa
1113,8a858f6b570f2de901572863d8bd0a9c,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1114,8a858f5c5bfc7082015bfcd94a2848c3,Nigeria,Oyo,Egbeda
1115,8a858f0056b7cf8e0156c10ef5725adc,Nigeria,Lagos,Amuwo-Odofin
1116,8a858edb5bd936e4015bddece62633a1,Nigeria,Lagos,Eti-Osa
1117,8a858f495beda5ee015bedc9ee591a30,Nigeria,Lagos,Ikorodu
1118,8a858fba5cd5feee015ce3c294891874,Nigeria,Delta,Uvwie
1119,8a858fcd5bd42c30015bd43a8d6c054c,Nigeria,Edo,Oredo
1120,8a858e2d597cf6250159830fb43c57ac,Nigeria,Lagos,Ifako-Ijaye
1121,8a858f8f5bcde0f4015bcde1dbd7002f,Nigeria,Lagos,Amuwo-Odofin
1122,8a858e6f5cd5e874015ce590db62623e,Nigeria,Rivers,Okrika
1123,8a858fc25baeeeff015baf446e843009,Nigeria,Bayelsa,Yenegoa
1124,8a858f03582604ff0158260fcc730548,Nigeria,Lagos,Eti-Osa
1125,8a858fb95bd896cc015bd8a3d0c907df,Nigeria,Lagos,Agege
1126,8a81890b51d31db90151d5fd989c1dbd,Nigeria,Lagos,Ifako-Ijaye
1127,8a858fb15b34a708015b350c4a1a58d2,Nigeria,Ogun,Ijebu Ode
1128,8a858e395cb1d4d9015cc4deb919484a,Nigeria,Lagos,Alimosho
1129,8a858ef255c55fd60155d8d5a18048fb,Nigeria,Rivers,Obio/Akpor
1130,8a858fca5c830943015c83ea03b96004,Nigeria,Lagos,Lagos Mainland
1131,8a858f495a70f465015a7a2f376a4a49,Nigeria,Oyo,Ibadan North
1132,8a858ebd590802ef01590ebd882056d6,Nigeria,Lagos,Kosofe
1133,8a858ffd5c8d343d015c9108df9833cc,Nigeria,Lagos,Eti-Osa
1134,8a858f9e5a6b4fad015a6bc035af3d70,Nigeria,Lagos,Surulere
1135,8a858f4f5511dca2015527f16c630032,Nigeria,Lagos,Oshodi-Isolo
1136,8a858f6a5d1e09b3015d28d2bea41914,Nigeria,Oyo,Ido
1137,8a858e475c1c2ea7015c1cedf8cd2eac,Nigeria,Lagos,Ikorodu
1138,8a858fb65b2020b2015b2387b22b70d4,Nigeria,Ogun,Odogbolu
1139,8a858e0a5668e69c015669d6d4233c13,Nigeria,Osun,Olorunda
1140,8a858f025c10dbcc015c113d455932a1,Nigeria,Rivers,Port-Harcourt
1141,8a858f7d5cf9aef9015cfee1f3b171fd,Nigeria,Enugu,Enugu South
1142,8a85886e54beabf90154bf4062f42d84,Nigeria,Kwara,Asa
1143,8a858e935b496584015b5198c2b30b82,Nigeria,Lagos,Ikorodu
1144,8a858fd3552c75620155394ed06d4f89,Nigeria,Kwara,Ilorin West
1145,8a858eff5b393484015b3935d76e0181,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1146,8a858e605ce99f55015ceacaa29d0ba5,Nigeria,Kwara,Offa
1147,8a858f9f5bd99987015bd9f0e7c81fd0,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1148,8a858eea5a232d51015a24ed254c22de,Nigeria,Niger,Chanchaga
1149,8a858fd05bfd7d3c015c00da25930330,Nigeria,Lagos,Eti-Osa
1150,8a858e0e5b80bb4c015b81746a0f5481,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1151,8a858ff556236fa801562d3353964355,Nigeria,Lagos,Mushin
1152,8a858f3455a0d8070155a10f5ce91063,Nigeria,Benue,Oturkpo
1153,8a858e475c1c2ea7015c20659af8484a,Nigeria,Edo,Oredo
1154,8a858e3e5b3ee747015b3f5c97746a87,Nigeria,Ondo,Akure South
1155,8a858fc75cd62882015ce3990b726a9b,Nigeria,Lagos,Ikeja
1156,8a858fda56562f8f01565f8c6f936c46,Nigeria,Lagos,Eti-Osa
1157,8a858ee45b8c041c015b8f54f49030ed,Nigeria,Osun,Olorunda
1158,8a85886f543912e301543dfa84bb3132,Nigeria,Ogun,Ifo
1159,8a858f79588789bd015888469c4b2ee4,Nigeria,Ogun,Ado-Odo/Ota
1160,8a858ea555d9e6020155ef96851d0817,Nigeria,Lagos,Lagos Mainland
1161,8a858edf5800e03101580744172052fc,Nigeria,Lagos,Eti-Osa
1162,8a858f495a70f465015a7562d9b20ad9,Nigeria,Lagos,Eti-Osa
1163,8a858f475c7ea023015c81ad999a0386,Nigeria,Lagos,Alimosho
1164,8a858eba5c884d2a015c91134a6222d8,Nigeria,Lagos,Badagry
1165,8a858fa158d4a6c00158f545e583678b,Nigeria,Osun,Olorunda
1166,8a858f98560bbe1101560ccaa0f8413b,Nigeria,Lagos,Shomolu
1167,8a85896653f0fed20153f755e081662f,Nigeria,Lagos,Ikeja
1168,8a8589b953bc23f70153c19cb08a6c49,Nigeria,Lagos,Kosofe
1169,8a858ebc572e1e3a01572fa91eca67b7,Nigeria,Delta,Oshimili South
1170,8a858f4e5ca72981015ca72f23a303a3,Nigeria,Lagos,Eti-Osa
1171,8a858e035693e0290156b7095c00491c,Nigeria,Lagos,Amuwo-Odofin
1172,8a858e065ccb8bc0015ccc9d8c2532cb,Nigeria,Lagos,Eti-Osa
1173,8a858e005ca7abe3015ca9c692843861,Nigeria,Oyo,Ibadan South West
1174,8a858f3b59eed4f10159ef4562a23e9b,Nigeria,Oyo,Ibadan South West
1175,8a858f0f5bfd79d2015c0160587e37cf,Nigeria,Lagos,Lagos Mainland
1176,8a858e2d565657b1015668e28ed86029,Nigeria,Ondo,Akure North
1177,8a858f1f5c16cb02015c1717673528c5,Nigeria,Gombe,Gombe
1178,8a858e4f58b9f0b40158b9f4ff09011e,Nigeria,Lagos,Lagos Island
1179,8a8589c1545181f3015454b4cdd9002b,Nigeria,Ogun,Abeokuta South
1180,8a858e955add2971015addaaea8c1d86,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1181,8a858f4d59f551120159f6865c371501,Nigeria,Kwara,Ilorin East
1182,8a858e7655072083015517c8fe5b2942,Nigeria,Lagos,Badagry
1183,8a858e985885ff6d015888f527e12be6,Nigeria,Rivers,Port-Harcourt
1184,8a858eb858b1a6d20158b9593d3f20db,Nigeria,Plateau,Jos North
1185,8a858fcb5ca240f7015ca5f72d8c6357,Nigeria,Lagos,Shomolu
1186,8a858e5e57adcb8e0157b4dbcd455ccb,Nigeria,Oyo,Egbeda
1187,8a858f185c884965015c88a2cf95321c,Nigeria,Delta,Warri North
1188,8a858fc75cd62882015cdaf2f4311b3f,,,
1189,8a858f635a8a972f015a8b9cb9d14bd5,Nigeria,Oyo,Akinyele
1190,8a858e185b4923b4015b50807fef1ab5,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1191,8a8589845369f34301537c2ccbeb6972,Nigeria,Lagos,Ikorodu
1192,8a858e0a5a85cfaa015a89b1af345719,Nigeria,Lagos,Ajeromi-Ifelodun
1193,8a858e785c8d9167015c9d882f8c173e,Nigeria,Lagos,Eti-Osa
1194,8a858eef55548905015572bde55a59e3,Nigeria,Rivers,Obio/Akpor
1195,8a858fd05c7d6f76015c7d9f35f82450,Nigeria,Lagos,Lagos Island
1196,8a858ee55cb156e6015cc1111a7b6f79,Nigeria,Lagos,Eti-Osa
1197,8a858e9b5a195041015a1a602a51519d,Nigeria,Niger,Suleja
1198,8a858ff85bd93919015be24c4f851772,Nigeria,Lagos,Mushin
1199,8a858fec5ceec886015ceee4a2ab15ac,Nigeria,Rivers,Obio/Akpor
1200,8a858f085bcf44be015bd2e931310a74,Nigeria,Lagos,Alimosho
1201,8a8589f853f100fb0153f85f57326137,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1202,8a858f61560bc0e5015612044d501fe2,Nigeria,Oyo,Ibadan North
1203,8a858e135c7e2eec015c81e0d3d1325d,Nigeria,Lagos,Ikeja
1204,8a858ece5b0142e3015b067c026713e3,Nigeria,Lagos,Lagos Island
1205,8a858f865d0e2874015d0e5d4aeb2c32,Nigeria,Lagos,Lagos Mainland
1206,8a858ff25b8b1ddb015b8b2f92ff0c68,Nigeria,Imo,Owerri West
1207,8a858f905c06a9c0015c06f14e5506fb,Nigeria,Benue,Makurdi
1208,8a858ed158f3044d0158fca3eea0698e,Nigeria,Lagos,Amuwo-Odofin
1209,8a858ef75b43fc73015b44be6f14622d,Nigeria,Oyo,Lagelu
1210,8a858f915a3bd604015a3c5c4c124545,Nigeria,Ogun,Egbado South
1211,8a858fd458639fcc015868eb14b542ad,Nigeria,Lagos,Ibeju/Lekki
1212,8a858f99560bbe4501561ee41ef71de5,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1213,8a858f4a584475fb015848bc78d532a6,Nigeria,Lagos,Oshodi-Isolo
1214,8a8588235384a58d01539f23b1071fd9,Nigeria,Benue,Gboko
1215,8a858e6a5bfd4b54015c01d5bc6855c7,Nigeria,Nassarawa,Lafia
1216,8a858f495c5973ce015c59c5f099417c,Nigeria,Lagos,Ikeja
1217,8a858f0056b7cf8e0156d5f3c4f26f03,Nigeria,Lagos,Shomolu
1218,8a858ed759ffb4d1015a02d41aa95acf,Nigeria,Lagos,Lagos Island
1219,8a858f385b34d285015b368d23720716,Nigeria,Kwara,Ilorin South
1220,8a858f965c6950da015c69c571b93c16,Nigeria,Oyo,Lagelu
1221,8a858e0b5cf4883c015cf7f015511f70,Nigeria,Lagos,Lagos Island
1222,8a858edb5bd936e4015be280d1ce22c4,Nigeria,Lagos,Eti-Osa
1223,8a858efe5bf7bae7015bf7fe86072852,Nigeria,Lagos,Shomolu
1224,8a858fa95c695f85015c6dde5682348a,Nigeria,Lagos,Ikorodu
1225,8a8589045384bd830153a26a18566fcd,Nigeria,Rivers,Obio/Akpor
1226,8a858fd05bfd7d3c015bfdfa3fee2e3a,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1227,8a858e115af6c526015af8adf8fa3495,Nigeria,Lagos,Alimosho
1228,8a858f1554e294490154fce5bc2f6140,Nigeria,Lagos,Eti-Osa
1229,8a858e9d59f013710159f3efc4683cec,Nigeria,Akwa Ibom,Abak
1230,8a858fd85b685607015b6dfb15ef56c2,Nigeria,Ogun,Abeokuta South
1231,8a858f5e5cb23c77015cb94d2a40409c,Nigeria,Ogun,Ifo
1232,8a858e105bd92644015bdc54519566e5,Nigeria,Lagos,Oshodi-Isolo
1233,8a858e645591c24b01559aebf3576da3,Nigeria,Lagos,Ikeja
1234,8a858fd458639fcc0158680d96df6d18,Nigeria,Lagos,Eti-Osa
1235,8a858f235b8bf5bc015b8bf94dbc0278,Nigeria,Lagos,Ikeja
1236,8a8588dd54be35520154bf9790ea4a55,Nigeria,Federal Capital Territory,Kuje
1237,8a858e175b343fe2015b34860bbf44da,Nigeria,Ogun,Ifo
1238,8a858f13556665aa01557337c12412fc,Nigeria,Oyo,Ibadan South West
1239,8a858e6d5b252065015b305a3ef77693,Nigeria,Lagos,Eti-Osa
1240,8a858f7c5be8dc45015be964ef6f5833,Nigeria,Cross River,Calabar South
1241,8a858f475c7ea023015c7ed3b27b0ccf,Nigeria,Lagos,Eti-Osa
1242,8a858f5f5b39bb0c015b3b298dd1358b,Nigeria,Lagos,Surulere
1243,8a8589045384bd8301539aa56b0d7404,Nigeria,Lagos,Eti-Osa
1244,8a858fa158f8ee8f0158ffc2f0644e78,Nigeria,Lagos,Eti-Osa
1245,8a858e445cd56553015ce203566b4ea7,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
1246,8a858fbf5b3a0b46015b3b145cf86aba,Nigeria,Lagos,Amuwo-Odofin
1247,8a858e945bfdb9e7015c0b334ac868eb,Nigeria,Lagos,Eti-Osa
1248,8a858fb4563228d2015646984d1d3f50,Nigeria,Lagos,Ibeju/Lekki
1249,8a858f2a5b3f2121015b4225e2455889,Nigeria,Lagos,Shomolu
1250,8a858e5357d823010157d932443d28a3,Nigeria,Lagos,Ajeromi-Ifelodun
1251,8a858e625c8d993a015c977c99e84aa5,Nigeria,Oyo,Oluyole
1252,8a858e0156b782a10156c72b56162057,Nigeria,Lagos,Eti-Osa
1253,8a858e2959d14bd70159d4bc25587344,Nigeria,Ondo,Akure South
1254,8a858f615591c2cc0155932f442a68d0,Nigeria,Lagos,Oshodi-Isolo
1255,8a858f6c5a37e2a3015a3914d98f0578,Nigeria,Anambra,Idemili South
1256,8a858ed457e2e6960157e8097165236e,Nigeria,Ekiti,Ado Ekiti
1257,8a858f1554e294490154e74dde675366,Nigeria,Kaduna,Chikun
1258,8a858fd95c878bfe015c87b75e8f1fc3,Nigeria,Rivers,Obio/Akpor
1259,8a858fa55cc5dbbc015cc62025142ae4,Nigeria,Ogun,Obafemi-Owode
1260,8a858e585693982b0156b439a16e0a8d,Nigeria,Lagos,Alimosho
1261,8a858e045b495c30015b4f8417aa61c4,Nigeria,Ogun,Abeokuta South
1262,8a858f9c56aaf37d0156b4a832543398,Nigeria,Anambra,Njikoka
1263,8a858fc55bf27347015bf2759d8c016e,Nigeria,Lagos,Ajeromi-Ifelodun
1264,8a858e935b57cc6a015b57df293c092c,Nigeria,Lagos,Ikeja
1265,8a858f1b5b256bc9015b2f998c4d6822,Nigeria,Ondo,Akure South
1266,8a858ecc596e3666015977c3100a7b84,Nigeria,Ogun,Ifo
1267,8a858f415ba54724015ba8f78f4944a1,Nigeria,Oyo,Ibadan North West
1268,8a858e6059e0a7080159e4a861cc71eb,Nigeria,Ogun,Ifo
1269,8a858f685acd5951015acd609d0803c4,Nigeria,Kwara,Ilorin East
1270,8a858e8f5d41c974015d4b7f31865627,Nigeria,Lagos,Ikorodu
1271,8a858f375cef1cbc015cf34fec6427ad,Nigeria,Federal Capital Territory,Bwari
1272,8a858f585cf9d48b015cfd80919c18ed,Nigeria,Lagos,Mushin
1273,8a85893d53e2e2f30153e9fb36255f0c,Nigeria,Lagos,Eti-Osa
1274,8a858e0b5d1d8104015d1dcb82a0210c,Nigeria,Lagos,Ojo
1275,8a858ed25bf83782015bfba0a4330c86,Nigeria,Lagos,Ikeja
